shift_over_Lp,shift_physical_m,fit_error,objective_method
-0.127,-0.03197213525677,0.10970327398070245,robust_weighted
-0.126,-0.031720386160259996,0.10963544271110562,robust_weighted
-0.125,-0.03146863706375,0.10952224270235844,robust_weighted
-0.12400000000000001,-0.031216887967240002,0.109467425627176,robust_weighted
-0.12300000000000001,-0.03096513887073,0.10940429669532228,robust_weighted
-0.12200000000000001,-0.03071338977422,0.10933905227276075,robust_weighted
-0.12100000000000001,-0.03046164067771,0.10927261503781827,robust_weighted
-0.12000000000000001,-0.0302098915812,0.1092065761102449,robust_weighted
-0.11900000000000001,-0.02995814248469,0.10915237189378604,robust_weighted
-0.11800000000000001,-0.02970639338818,0.10908998529238055,robust_weighted
-0.117,-0.02945464429167,0.10902093901484858,robust_weighted
-0.116,-0.029202895195160002,0.10895282002764486,robust_weighted
-0.115,-0.028951146098650002,0.10888397776947008,robust_weighted
-0.114,-0.02869939700214,0.10882535130314674,robust_weighted
-0.113,-0.02844764790563,0.10876973435854886,robust_weighted
-0.11200000000000002,-0.028195898809120004,0.10870801319199902,robust_weighted
-0.11100000000000002,-0.027944149712610004,0.10864680971450778,robust_weighted
-0.11000000000000001,-0.027692400616100003,0.10858406014379636,robust_weighted
-0.10900000000000001,-0.027440651519590003,0.10852189404199855,robust_weighted
-0.10800000000000001,-0.027188902423080002,0.10845973651582344,robust_weighted
-0.10700000000000001,-0.026937153326570002,0.10839755469457413,robust_weighted
-0.10600000000000001,-0.02668540423006,0.10833501150567204,robust_weighted
-0.10500000000000001,-0.02643365513355,0.10827203091684641,robust_weighted
-0.10400000000000001,-0.02618190603704,0.10820858154048903,robust_weighted
-0.10300000000000001,-0.02593015694053,0.10814466894137338,robust_weighted
-0.10200000000000001,-0.02567840784402,0.10808439223123972,robust_weighted
-0.101,-0.02542665874751,0.10802543528291919,robust_weighted
-0.1,-0.025174909651,0.1079431480113427,robust_weighted
-0.099,-0.02492316055449,0.10791790847567545,robust_weighted
-0.098,-0.024671411457980002,0.10789222910655455,robust_weighted
-0.097,-0.02441966236147,0.10786602122163069,robust_weighted
-0.096,-0.02416791326496,0.10783921778916282,robust_weighted
-0.09500000000000001,-0.023916164168450004,0.10781193930142292,robust_weighted
-0.09400000000000001,-0.023664415071940004,0.1077841649036962,robust_weighted
-0.09300000000000001,-0.023412665975430003,0.10775587420638007,robust_weighted
